#a	以
#a	以后
#a	以前
#aa	碍
#aa	鹌
*aabx	皑皑白雪
*zdps	漳平市
*zdpx	泽普县
*zdpx	漳浦县
*zdqb	自动铅笔
*zdqc	沼气池
zdqc	治权
*zdqh	沾亲
*zdqk	总的情况
*zdql	自得其乐
*zdqs	照单全收
*zdqt	沼气
zdrd	沾染
*zdrd	滋润
*zdrk	滋扰
*zdrm	注入
*zdrq	煮豆燃萁
*zdru	煮豆燃萁
#zds	沌
*zds	治丧
*zds	注射液
*zdsb	早点睡吧
#zdsc	沌
*zdsd	沾湿
zdsd	治水
*zdsf	掌灯时分
zdsf	治丧
zdsf	治世
*zdsf	注释符
zdsf	浊世
*zdsf	滋事
*zdsg	重大事故
*zdsh	治市
*zdsh	注释号
*zdsj	治伤
*zdsj	注射剂
*zdsk	涨势
*zdsl	注视
*zdsl	总的说来
*zdsl	最大摄氧量
*zdsm	注释
zdsm	注塑
*zdsq	值得商榷
zdsq	治所
*zdsq	注射器
*zdsr	中等收入
*zdsr	中低收入
*zdsr	注射
zdst	治税
*zdst	滋生
*zdsu	值得商榷
*zdsu	注射器
*zdsv	注疏
*zdsx	在多数情况下
*zdsx	涨缩
*zdsx	指导思想
*zdsy	沾上
*zdsy	注射液
#zdt	洙
zdtb	涨跌停板
*zdtb	涨停板
*zdti	澡堂子
zdtj	澡堂
*zdtj	涨停
#zdtk	洙
*zdtp	重大突破
zdtu	澡塘
*zdtu	渣土
*zdtz	澡堂子
*zdub	自动铅笔
*zduc	沼气池
zduc	治权
*zduh	沾亲
*zduk	总的情况
*zdul	自得其乐
*zdus	照单全收
*zdut	沼气
#zdw	潴
*zdwb	治未病
*zdwd	沾污
zdwd	治污
#zdwf	潴
*zdwh	注文
*zdwi	滋味
#zdwk	泜
#zdwk	汋
*zdwt	重大问题
*zdwt	诸多问题
#zdx	淄
*zdxc	治校
*zdxc	致答谢词
zdxd	泽泻
*zdxd	最大限度
*zdxe	涨薪
*zdxm	重点项目
*zdxn	治学
*zdxo	漳县
#zdxo	淄
*zdxp	滞销品
*zdxt	诊断系统
*zdxx	中等学校
zdxy	滞销
*zdxy	注销
*zdxz	直到现在
#zdy	沾
*zdy	注音
*zdy	滋育
*zdya	滞压
*zdyd	汁液
*zdyh	渣打银行
*zdyh	沾衣
*zdyh	长大以后
*zdyh	注意
*zdyh	注音
*zdyh	滋育
#zdyi	沾
*zdyj	睁大眼睛
*zdyj	治愈
*zdyl	注意力
*zdym	沾益
*zdym	志得意满
*zdym	滋养
#zdyo	浈
#zdyr	淖
*zdys	掷地有声
*zdys	主动运输
*zdyt	值得一提
*zdyv	滋阴
#zdyw	泚
*zdyx	沾益县
*zdyx	战斗英雄
*zdyx	哲豆音形
*zdyx	自动运行
*zdyy	指导意义
*zdyy	重大意义
*zdyz	指导原则
*zdz	渣滓
#zdz	沼
*zdz	滋长
zdzd	渣滓
*zdzd	沼泽
*zdzd	沼泽地
zdzd	治治
zdzd	滋滋
*zdzh	注资
#zdzi	沼
*zdzj	站得住脚
*zdzm	泽州
*zdzm	漳州
zdzm	涿州
zdzo	治则
*zdzo	治罪
*zdzq	真刀真枪
*zdzq	做大做强
*zdzr	镇定自若
*zdzs	漳州市
*zdzs	掷地作金石声
*zdzs	涿州市
zdzt	滞重
*zdzt	注重
zdzt	滋长
*zdzu	真刀真枪
*zdzu	做大做强
zdzv	渣子
*zdzv	滞胀
*zdzx	泽州县
*zdzy	自导自演
*zdzz	中东战争
#ze	葬
#ze	蘸
#zea	藏
#zeaa	葬
#zead	葴
#zeaf	藏
*zeag	藏獒
*zebb	知恩必报
*zebf	卓尔不凡
*zebj	正儿八经
*zebq	卓尔不群
*zebu	卓尔不群
*zebv	藏胞
*zeby	藏北
*zecj	藏传
*zect	著称
#zed	藻
*zedb	坐而待毙
*zedd	作恶多端
#zedi	藻
#zedo	菹
*zedv	蒸蛋
*zedw	藏独
#zef	蘸
#zef	著
#zefc	茝
#zefj	蘸
*zefl	蒸发量
*zefn	蒸发
*zefq	蒸发器
#zefr	著
*zefs	周而复始
*zefu	蒸发器
*zefv	藏服
*zefw	蒸饭
*zefz	蒸发
#zeg	蓁
#zegt	蓁
*zegy	蒸锅
#zeh	蔗
#zehm	蔗
*zehn	丈二和尚摸不着头脑
*zei	茁壮
*zeia	葬在
*zeif	著者
*zeih	藏族
zeih	茁壮
*zeii	罪恶昭彰
*zeij	著作
*zeiq	著作权
*zeir	著作人
*zeiu	著作权
#zej	茽
*zejd	芷江
*zejg	芝加哥
*zejn	丈二金刚摸不着头脑
*zejn	足额缴纳
#zejo	茽
*zejw	蒸饺
#zek	萚
*zekh	转而看好
#zekl	萚
#zel	芝
*zela	藏历
*zelb	著录
*zeld	坐而论道
#zelk	芝
*zell	葬礼
*zelm	藻类
*zelm	蘸料
zelm	芝兰
*zelq	足额领取
*zels	蒸馏水
*zelt	蒸笼
*zelu	足额领取
*zelw	蒸馏
*zely	藏羚羊
*zem	芝麻大
*zemb	藏民
*zemd	蘸满
*zemd	芝麻大
*zemg	芝麻官
*zemh	芝麻
*zemj	芝麻酱
*zemn	藏密
*zemo	蘸墨
*zemw	著名
*zemz	诸恶莫作
#zen	苎
#zend	苎
*zenf	藏南
*zens	抓耳挠腮
*zepl	藏袍
*zeqd	蒸汽
*zeqg	藏青
*zeqj	蒸汽机
*zeqs	藏青色
*zeqt	蒸气
#zer	蕞
#zerf	蕞
*zesc	著述
*zesd	蘸水
*zesh	蒸熟
*zesm	葬送
*zesr	葬身
*zesu	芝士
*zesx	著书
*zesz	罪恶深重
#zet	茱
*zetb	知恩图报
#zetk	茱
*zetm	蔗糖
*zett	罪恶滔天
*zetv	蒸腾
*zeud	蒸汽
*zeug	藏青
*zeuj	蒸汽机
*zeus	藏青色
*zeut	蒸气
#zev	蒸
#zevi	茁
#zevm	蒸
#zew	茋
*zewh	藏文
zewh	著文
#zewk	茋
#zex	荮
#zexf	荮
*zexj	罪恶行径
*zexl	藏戏
*zexq	蒸湘区
*zexu	蒸湘区
#zey	芷
*zeya	著有
#zeyd	芷
*zeye	藏药
zeye	茱萸
*zeyg	葬于
*zeyl	藏语
*zeyl	震耳欲聋
#zeyr	䓬
*zeys	藏医
#zeyw	茈
*zeyx	藏语系
*zeyz	总而言之
*zez	茁壮
*zeza	葬在
*zezf	著者
*zezh	藏族
zezh	茁壮
*zezj	著作
*zezq	著作权
*zezr	著作人
*zezu	著作权
*zezz	罪恶昭彰
#zf	再
#zf	者
#zf	正
#zf	煮
*zfak	再按
*zfam	真爱
*zfan	正安
*zfap	政府安排
*zfaq	这份爱情
*zfau	这份爱情
*zfax	正安县
*zfb	再拜
*zfb	再版
*zfb	政变
zfba	再不
zfba	真不
*zfba	执法办案
*zfba	直奔
*zfbb	政府颁布
*zfbc	真棒
*zfbc	真不错
zfbd	载波
*zfbd	直逼
*zfbf	正本
zfbh	整部
zfbh	政变
*zfbh	支部
*zfbi	甄别
zfbi	职别
*zfbj	直播间
zfbk	再拜
zfbk	直拨
*zfbk	直播
*zfbl	正被
*zfbl	正比例
*zfbm	政府部门
*zfbn	再不能
zfbn	支边
zfbn	酌办
zfbr	再版
zfbr	整版
*zfbr	正版
zfbr	直白
*zfbs	正版书
*zfbs	正比
*zfbs	直播室
zfbt	再拜
*zfbt	真笨
*zfbw	整备
*zfbx	整编
*zfby	遮风避雨
*zfby	正北
*zfby	执法必严
*zfby	执法不严
zfbz	脏腑辨证
*zfbz	支边
zfbz	酌办
#zfc	栽
*zfc	支撑
*zfc	职称
*zfcb	直尺
zfcc	栽
*zfcc	争风吃醋
*zfcd	支撑点
*zfce	斟茶
*zfce	煮菜
*zfcf	直刺
*zfcg	政府采购
*zfch	再次
*zfch	正常化
zfch	直冲
zfcj	再创
zfcj	真传
*zfcj	正常
zfcj	直闯
zfck	栽插
*zfck	支撑
*zfck	支持
*zfcl	真诚
*zfcl	支持率
*zfcm	真彩
*zfcn	真惨
zfco	正财
*zfco	直瞅
*zfcq	直斥
*zfcr	正常人
zfcr	政府承认
*zfcs	真彩色
*zfcs	整车
*zfcs	正长石
*zfcs	政府措施
zfct	正愁
*zfct	政策
zfct	职称
*zfcu	职场
zfcv	整除
zfcv	支承
*zfcv	支出
zfcv	直肠
zfcv	直陈
zfcw	整饬
*zfcw	正处
*zfcx	政策性
*zfcy	正餐
*zfcz	再创造
*zfcz	支持者
*zfcz	直肠子
#zfd	再
*zfd	整顿
*zfd	直到
*zfda	直达
zfda	职大
*zfdb	正殿
*zfdc	这份调查
zfdd	再
*zfdd	再等等
zfdd	正
*zfdf	醉东风
*zfdh	再度
*zfdh	正电荷
*zfdh	职代会
zfdj	栽倒
zfdj	整党
*zfdj	正当
zfdj	政党
zfdj	醉倒
*zfdk	真得
zfdk	正待
zfdk	直捣
zfdk	直抵
*zfdl	真谛
zfdl	正对
*zfdm	真的吗
*zfdm	争分夺秒
*zfdm	正道
*zfdn	正当年
*zfdn	正定
zfdn	酌定
*zfdo	正电
*zfdr	真的
zfdr	整段
zfds	再到
*zfds	遭到
zfds	整顿
zfds	正东
zfds	直到
*zfdt	政敌
*zfdu	整地
*zfdv	整队
zfdv	支队
*zfdw	再多
*zfdx	正定县
*zfdx	政法大学
*zfdy	遮风挡雨
zfdy	整点
*zfdy	正点
zfdy	支点
*zfdz	正电子
*zfdz	支队长
*zfes	再而三
#zff	整
*zff	正逢
*zff	煮沸
*zffb	支付宝
zffd	整
zffd	正法
zffd	正副
*zffd	政法
zffd	政府负担
zffd	煮沸
*zfff	知法犯法
*zfff	执法犯法
zffg	政府法规
*zffg	支付给
*zffh	正负号
*zffh	政府
*zffj	政府军
*zffj	支付
*zffk	正反馈
#zffk	酎
*zffl	正房
*zffl	政府令
zffm	再分
#zffm	鬒
*zffm	正反面
zffm	直翻
zffm	职分
*zffn	直飞
*zffp	再分配
*zffq	正反
*zffs	真分数
*zffs	支付方式
zfft	整复
*zfft	正方体
zffw	遭逢
zffw	整风
zffw	正逢
zffw	正负
*zffw	政法委
*zffw	煮饭
*zffx	正方形
*zffz	直飞
#zfg	赜
*zfg	整个人
*zfg	直勾勾
*zfga	直感
*zfgb	整改
zfgb	政改
zfgb	职改
*zfgb	职改办
*zfgc	真格
*zfgc	执法过程
zfgf	再过
zfgf	政工
*zfgf	职工
*zfgg	正规
*zfgg	政府工作报告
*zfgg	直勾勾
*zfgh	正规化
*zfgh	政府规划
*zfgh	职高
*zfgi	再跟
zfgj	真个
*zfgj	整个
*zfgj	正规军
*zfgk	直挂
zfgl	真该
*zfgl	直观
zfgn	正宫
zfgn	正官
*zfgn	支付功能
zfgn	职官
#zfgo	赜
*zfgo	整蛊
zfgo	整固
zfgo	正骨
zfgo	正果
*zfgr	整个人
*zfgr	醉鬼
*zfgs	正轨
*zfgt	栽跟头
zfgt	正告
*zfgw	真够
*zfgx	再给
zfgx	政纲
*zfgy	政府官员
*zfgz	政府工作
*zfh	再婚
*zfh	整合
#zfh	醉
*zfhc	真核
*zfhd	执法活动
*zfhd	醉汉
*zfhe	栽花
zfhe	载荷
*zfhf	正酣
*zfhi	直呼
*zfhj	再会
zfhj	载货
zfhj	真货
zfhj	整合
zfhj	正合
zfhj	执法环境
zfhj	酯化
zfhj	醉
zfhk	再换
zfhk	支付货款
*zfhk	支行
*zfhl	真话
*zfhm	正火
*zfho	再回
*zfhq	直航
*zfhr	朝晖
zfhs	再好
zfhs	再婚
*zfhs	枣红色
zfhs	真好
*zfhs	正好
*zfht	正和
*zfht	政和
*zfhu	真坏
*zfhw	真狠
zfhx	枣红
*zfhx	正红
*zfhx	政和县
*zfi	栽赃
*zfi	斟酌
#zfi	职
*zfia	正在
*zfib	整张
*zfib	政治部
*zfib	煮粥
*zfic	栽植
*zfic	再植
*zfic	整枝
*zfic	支柱
*zfid	整治
*zfid	政治
*zfif	再者
*zfif	真正
*zfif	斟酌
*zfif	整整
*zfif	正直
*zfif	正职
*zfif	政治犯
*zfig	职责
*zfig	职专
*zfih	枣庄
*zfih	真主
*zfih	整装
*zfih	正装
*zfih	支座
#zfii	哉
*zfij	正传
*zfij	正值
*zfij	政治家
*zfij	政治局
*zfij	职掌
*zfik	真挚
*zfik	政治课
*zfik	支招
*zfik	直指
*zfil	载重量
*zfim	再怎么
*zfim	载着
zfim	职
*zfin	遭灾
*zfin	正字
*zfin	正宗
*zfin	政府职能
zfio	栽赃
zfio	再则
*zfio	遭罪
zfio	正则
zfio	正中
zfio	支助
zfio	职中
*zfip	陟罚臧否
*zfiq	载舟
*zfir	直追
*zfis	再转
*zfis	造福子孙
*zfis	政治上
*zfis	直至
*zfit	栽种
*zfit	再造
*zfit	载重
*zfit	真知
*zfit	政制
*zfiu	直走
*zfiv	枣子
*zfix	政治性
*zfix	政治学
*zfiy	照方抓药
*zfiy	正中央
*zfj	斟酒
*zfj	支架
*zfj	直径
zfjb	再建
zfjb	真君
zfjb	整建
zfjb	正剧
*zfjb	政局
zfjb	支局
*zfjb	直角边
*zfjc	整机
zfjc	正极
*zfjd	斟酒
*zfjd	整洁
zfjd	煮酒
zfjd	酌酒
zfjd	醉酒
*zfje	真菌
zfje	整节
*zfjf	再聚
zfjf	正教
zfjf	支教
zfjf	职教
*zfjg	直击
zfjh	真迹
*zfjh	正交
*zfji	再叫
zfji	直叫
*zfjj	真假
*zfjk	直接
zfjk	直径
*zfjl	再讲
zfjl	整军
zfjn	再加
*zfjn	支架
*zfjn	直觉
*zfjo	再见
zfjo	正畸
zfjo	政见
zfjo	政界
*zfjs	再加上
*zfjs	再嫁
*zfjs	再就是
*zfjs	振奋精神
*zfju	遭劫
#zfju	髽
*zfjv	再降
zfjv	遭际
zfjw	整句
zfjw	正解
*zfjw	直角
zfjx	再经
zfjx	真经
*zfjx	正经
zfjx	政纪
zfjx	政绩
zfjx	政经
zfjx	职级
*zfjy	再教育
*zfjy	再就业
zfjy	真金
zfjz	再加
*zfjz	支架
*zfk	载客
*zfk	真空管
*zfk	真快
*zfkc	正楷
*zfke	再苦
*zfkf	正可
*zfkf	政府开发
*zfkg	真空管
*zfkg	支开
*zfkk	再看
zfkn	载客
*zfkn	真空
zfkn	真快
zfkn	政客
*zfku	整垮
zfku	整块
*zfkw	真可谓
*zfkx	支付款项
*zfl	真理
#zfl	支
*zfl	直流电
*zflb	真灵
zflb	直隶
*zflc	栽楞
zfld	整流
*zfld	支流
*zfld	执法力度
zfld	直流
*zfld	直流电
*zfle	直落
*zflf	再聊
*zflf	政府立法
zflg	真理
*zflg	整理
zflg	正理
zflh	朝露
*zflh	再来
zflh	支离
zflh	直立
*zfli	正路
*zflj	政令
zfll	政论
zfll	支
*zfll	直愣愣
#zfll	翥
zflm	整料
*zflm	煮烂
*zfln	真力
*zflo	真累
*zflq	整流器
*zflr	酌量
*zfls	直连
*zflu	整流器
*zflu	正蓝旗
*zflv	醉了
*zflw	政论文
*zflx	整理箱
zflx	自费留学
*zfly	支链
*zflz	真力
*zfm	载满
#zfm	真
*zfm	真美
*zfma	正面
zfma	直面
*zfmd	再没
zfmd	载满
zfmd	真没
*zfmd	斟满
*zfme	朝暮
zfmj	真命
*zfmj	正门
zfmm	真
zfmm	真美
*zfmm	真面目
#zfmm	煮
*zfmn	正忙
*zfmo	直冒
zfmo	直瞄
*zfmr	载明
*zfms	装疯卖傻
*zfmt	鬃毛
zfmw	真名
*zfmw	正名
*zfmy	栉风沐雨
#zfn	遭
*zfn	真能
*zfn	支农
*zfnb	支那
*zfnd	枣泥
#zfnf	斟
*zfnf	正南
#zfng	鬃
#zfni	斟
*zfnj	再拿
zfnl	再难
zfnl	遭难
zfnl	真难
zfnl	真能
zfnl	支付能力
zfnl	支农
*zfnl	职能
zfnn	遭
#zfnn	枣
*zfnn	正宁
*zfno	直男
*zfnt	整年
*zfnx	正宁县
#zfo	直
#zfob	鼒
#zfod	直
#zfov	疐
*zfp	正牌
*zfpd	正派
zfpd	支派
*zfpf	支配
zfpf	支票
zfpi	真品
*zfpi	正品
*zfpk	直扑
*zfpn	真怕
zfpn	真皮
*zfpr	整片
zfpr	正牌
zfpr	正片
*zfpt	整篇
*zfpu	栽培
*zfpy	载频
*zfpz	真皮
*zfq	正前方
*zfq	正切
*zfq	支取
*zfqa	正确
*zfqb	枣强
*zfqb	真强
*zfqc	政权
*zfqc	职权
*zfqd	支渠
*zfqf	正前方
*zfqf	正巧
*zfqf	支取
*zfqf	直取
*zfqg	支气管
*zfqh	整齐
*zfqj	政企
*zfqk	遭抢
*zfql	正确率
*zfqm	支前
*zfqm	职前
*zfqm	醉拳
*zfqn	真情
*zfqn	酌情
*zfqs	真切
*zfqs	正切
*zfqs	政区
*zfqt	朝气
*zfqt	真气
*zfqt	正气
*zfqu	再起
*zfqu	再去
*zfqu	支起
*zfqx	枣强县
*zfqx	正确性
*zfqy	支付企业
*zfr	载人
#zfr	者
*zfr	整人
zfrj	载人
zfrj	遭人
zfrj	真人
zfrj	整人
zfrj	正人
*zfrj	醉人
*zfrl	真让
zfrm	再燃
*zfrm	载入
*zfrn	整容
zfrr	朝日
zfrr	者
*zfrr	整日
zfrs	再如
zfrs	真如
*zfrs	正如
*zfrs	执法如山
*zfrx	振奋人心
#zfs	载
*zfs	整死
*zfs	正式版
zfsa	整死
zfsa	正盛
*zfsa	直爽
zfsb	整肃
*zfsb	正式版
*zfsb	直属
zfsc	栽树
*zfsc	再生产
zfsc	枣树
#zfsd	载
*zfsf	再世
zfsf	真事
zfsf	正事
zfsf	政事
*zfsg	再三
*zfsg	真实感
*zfsh	直率
zfsh	煮熟
zfsj	支使
*zfsj	直升机
zfsj	煮食
#zfsk	甄
*zfsk	正手
*zfsk	直抒
zfsl	再说
zfsl	真神
zfsl	正视
*zfsl	直视
zfsl	直说
zfsm	再受
*zfsm	遭受
*zfsm	真善美
zfsm	整数
zfsm	正数
zfsm	职数
zfsn	再审
*zfsn	真实
zfsn	政审
*zfso	正史
zfsr	真身
zfsr	真是
zfsr	正身
zfsr	正是
*zfsr	直射
*zfss	正式
*zfst	再生
zfst	直升
*zfsw	正色
*zfsw	正所谓
*zfsx	真实性
zfsx	真丝
*zfsx	支书
*zfsy	直上
*zft	正态
#zft	政
*zft	醉态
zfta	整套
zfta	正太
zfta	正态
*zfta	正厅
zfta	醉态
*zftc	直通车
*zftd	再添
zftd	煮汤
#zftd	酢
*zftg	整天
*zfti	再听
zftj	载体
*zftj	整体
zftj	正体
zftj	正途
zftj	政体
*zftk	再提
zftk	政
zftl	再谈
zftl	整台
*zftl	直通
*zftm	真他妈
*zfto	正同
zftr	真题
*zftr	正题
*zfts	整体上
*zftt	直挺挺
*zftu	政坛
*zftw	整条
*zftx	整体性
*zftx	正统
*zfu	正前方
*zfu	正切
*zfu	支取
*zfua	正确
*zfub	枣强
*zfub	真强
*zfuc	政权
*zfuc	职权
*zfud	支渠
*zfuf	正前方
*zfuf	正巧
*zfuf	支取
*zfuf	直取
*zfug	支气管
*zfuh	整齐
*zfuj	政企
*zfuk	遭抢
*zful	正确率
*zfum	支前
*zfum	职前
*zfum	醉拳
*zfun	真情
*zfun	酌情
*zfus	真切
*zfus	正切
*zfus	政区
*zfut	朝气
*zfut	真气
*zfut	正气
*zfuu	再起
*zfuu	再去
*zfuu	支起
*zfux	枣强县
*zfux	正确性
*zfuy	支付企业
#zfv	朝
#zfvk	疐
zfvv	朝
#zfvv	鄑
#zfvv	鄹
*zfw	真伪
*zfw	政委
#zfw	酯
*zfwb	正屋
*zfwc	做俯卧撑
*zfwf	支吾
zfwf	醉卧
*zfwg	再无
zfwh	载文
*zfwh	正文
*zfwh	指腹为婚
zfwj	再问
zfwj	这份文件
zfwj	真伪
*zfwj	职位
zfwk	再往
#zfwk	酌
*zfwl	正误
*zfwm	再为
zfwm	醉翁
*zfwp	政府委派
*zfwr	整晚
zfwr	酯
zfwt	真我
*zfwt	正午
zfwt	政委
zfwt	支委
zfwt	总服务台
zfwt	醉舞
*zfww	政务
zfww	职务
*zfwy	政务院
*zfx	整形
*zfx	支线
*zfx	醉心
*zfxb	正弦
*zfxb	正弦波
*zfxb	政府宣布
*zfxc	真相
zfxc	正想
zfxc	职校
*zfxd	针锋相对
zfxe	支系
*zfxe	直系
zfxf	栽下
*zfxf	政协
*zfxg	再现
*zfxg	整形
*zfxh	朝霞
*zfxh	真心话
*zfxj	真像
zfxj	整修
zfxj	正像
zfxk	再掀
zfxk	再行
*zfxk	真行
zfxk	直行
*zfxl	真心
zfxl	整训
*zfxl	醉心
*zfxm	真凶
*zfxn	真性
*zfxn	执法效能
zfxs	正邪
*zfxs	直辖
*zfxs	直辖市
*zfxt	甄选
zfxt	直选
*zfxw	朝夕
zfxw	支系
*zfxw	直系
zfxx	再续
zfxx	支线
*zfxx	直线
*zfxx	醉醺醺
*zfxy	直销
*zfxz	朝发夕至
*zfy	真言
#zfy	髭
*zfy	醉意
zfya	再有
zfya	载有
*zfya	遭殃
zfya	真有
zfya	正有
*zfyb	再也不
*zfyb	职业病
*zfyc	再一次
*zfyc	枣椰
zfyd	再一
*zfyd	遭遇到
*zfyd	招蜂引蝶
*zfye	直营
*zfyf	造福一方
zfyf	真要
*zfyf	正要
zfyf	政要
*zfyg	载运
*zfyg	正义感
zfyh	真言
zfyh	真意
*zfyh	整夜
zfyh	支应
zfyh	直言
zfyh	醉意
*zfyi	职员
*zfyk	支援
*zfyk	自负盈亏
zfyl	再以
*zfyl	再议
zfyl	正以
zfyl	直译
*zfyl	作风优良
*zfym	造福于民
*zfym	真义
*zfym	正义
*zfym	正欲
*zfym	枝繁叶茂
*zfyn	载誉
zfyo	再由
*zfyo	遭遇
zfyo	正眼
zfyo	正因
zfyo	正由
zfyo	醉眼
*zfys	再与
*zfys	枣阳市
zfys	正与
*zfyt	支原体
zfyu	正业
*zfyu	职业
*zfyv	朝阳
*zfyv	再也
zfyv	枣阳
zfyv	整月
*zfyv	正阳
*zfyv	正月
*zfyw	再用
*zfyw	正因为
*zfyw	支付业务
#zfyw	髭
*zfyx	正阳县
*zfyx	职业性
*zfyy	直痒痒
*zfyz	遭遇战
*zfz	栽赃
*zfz	斟酌
*zfz	整整
*zfza	正在
zfzb	整张
*zfzb	政治部
*zfzb	煮粥
zfzc	栽植
zfzc	再植
zfzc	整枝
*zfzc	支柱
zfzd	整治
*zfzd	政治
*zfzf	再者
*zfzf	真正
*zfzf	斟酌
*zfzf	整整
*zfzf	正直
*zfzf	正职
*zfzf	政治犯
*zfzg	职责
zfzg	职专
zfzh	枣庄
*zfzh	真主
zfzh	整装
zfzh	正装
zfzh	支座
zfzj	正传
*zfzj	正值
*zfzj	政治家
*zfzj	政治局
zfzj	职掌
*zfzk	真挚
*zfzk	政治课
zfzk	支招
zfzk	直指
*zfzl	载重量
*zfzm	再怎么
*zfzm	载着
zfzn	遭灾
zfzn	正字
*zfzn	正宗
zfzn	政府职能
zfzo	栽赃
zfzo	再则
*zfzo	遭罪
zfzo	正则
zfzo	正中
zfzo	支助
zfzo	职中
*zfzp	陟罚臧否
*zfzq	载舟
*zfzr	直追
zfzs	再转
*zfzs	枣庄市
*zfzs	造福子孙
*zfzs	政治上
*zfzs	直至
*zfzt	栽种
zfzt	再造
zfzt	载重
zfzt	真知
zfzt	政制
*zfzu	直走
*zfzv	枣子
*zfzx	政治性
*zfzx	政治学
zfzy	照方抓药
*zfzy	正中央
#zg	盏
#zg	珠
#zg	专
*zga	专爱
#zga	琢
*zgab	治国安邦
#zgak	琢
*zgam	珍爱
zgam	治国安民
zgam	专爱
*zgan	专案
*zgaz	专案组
*zgb	珍宝岛
*zgbd	珍宝岛
*zgbd	众寡不敌
*zgbd	珠宝店
*zgbf	珍本
*zgbg	知过必改
*zgbh	专病
*zgbk	奏报
zgbn	珍宝
*zgbn	珠宝
*zgbq	珠光宝气
*zgbr	猪狗不如
*zgbr	专版
*zgbs	珠宝商
*zgbt	珠箔
*zgbu	珠光宝气
*zgbw	责备
*zgbx	责编
*zgbx	自顾不暇
*zgbz	最高标准
*zgca	责成
*zgce	珍藏
zgcl	珠翠
*zgcl	专诚
*zgcq	责斥
*zgcs	专车
*zgcs	总工程师
zgct	专程
*zgct	专长
*zgcu	专场
*zgcv	奏出
*zgdb	职工代表
*zgdd	枕戈待旦
*zgdd	种瓜得瓜，种豆得豆
*zgdf	这个地方
*zgdg	种瓜得瓜
*zgdk	责打
*zgdl	中国大陆
*zgdl	自甘堕落
zgdm	专递
*zgdm	专断
*zgdo	专电
*zgdx	中国电信
*zgdy	中共党员
*zged	准噶尔盆地
*zgeu	准格尔旗
#zgf	瑱
*zgfl	专访
zgfm	瑱
*zgfm	这个方面
*zgfo	责罚
zgfo	珠峰
*zgfy	自告奋勇
*zgfy	最高法院
#zgg	奏
*zggb	政工干部
*zggc	专柜
*zggd	中国共产党
*zggd	中国古代
*zggf	中国功夫
*zggf	专攻
*zggg	奏国歌
*zggh	中国工商银行
*zggj	专供
#zggk	奏
*zggl	最高纲领
*zggm	中国革命
*zggn	责怪
*zggo	珍贵
*zggs	中国国际信托投资公司
#zggt	瑧
zggt	专稿
*zggt	专管
*zggy	中国工程院
#zgh	璋
*zghc	专横
*zghd	珠海
#zghf	璋
*zghh	战功赫赫
*zghi	专号
*zghl	专户
*zghq	珠晖区
*zghs	珠海市
*zght	这个话题
*zghu	珠晖区
*zgi	专责
*zgi	专职
*zgi	专制
*zgid	知根知底
*zgid	专治
*zgid	专注
*zgid	自高自大
*zgie	专著
*zgif	中国政府
*zgif	专政
*zgif	专职
*zgig	珍珠
*zgig	珍珠港
*zgig	专责
*zgih	奏章
*zgii	战功卓著
*zgii	贞观之治
*zgii	中国制造
*zgij	中共中央政治局
*zgij	中共中央总书记
*zgij	中规中矩
*zgij	自古至今
*zgik	专指
*zgik	奏折
*zgil	周公之礼
*zgit	珍重
*zgit	中共中央办公厅
*zgit	专制
*zgiv	珠子
*zgiw	载歌载舞
*zgix	中国政法大学
*zgix	中国足协
*zgiy	至关重要
*zgiy	中共中央
*zgiy	主观主义
#zgj	珍
*zgj	专家级
*zgj	专家们
*zgja	子宫颈癌
*zgjb	责己
*zgjc	专机
*zgjd	珠江
*zgjd	追根究底
*zgjg	珠玑
*zgjh	中国建设银行
*zgjj	中国经济
*zgjj	专集
*zgjj	专家级
*zgjk	奏捷
*zgjl	珠鸡
*zgjl	子宫肌瘤
*zgjm	周公解梦
*zgjm	专家们
zgjm	专兼
*zgjn	中国境内
*zgjn	专家
#zgjq	珍
*zgjs	专辑
*zgjz	专家组
*zgjz	专兼职
#zgk	专
*zgkg	专刊
#zgkk	专
*zgko	奏凯
*zgks	资格考试
*zgkt	专科
*zgku	专款
*zgkx	中国科技大学
*zgky	中国科学院
*zgl	专利局
*zgla	专列
*zglc	专栏
*zgld	张冠李戴
*zglf	专利法
*zglh	专利号
*zglj	责令
*zglj	专利局
*zgll	专论
*zgln	珠帘
*zglq	专利权
*zglr	最高领导人
*zgls	扎格罗斯山
*zgls	中国历史
*zglt	中国联通
*zglt	专利
*zglu	专利权
*zglx	最高理想
*zgly	珠链
*zgm	专门化
*zgmd	专卖店
*zgmf	专卖
*zgmh	中国民航
*zgmh	专门化
*zgmh	琢磨
*zgmi	责骂
*zgmj	爪干毛净
*zgmj	中国民用航空总局
*zgmj	专门
*zgmm	中国民主同盟
*zgmm	专美
*zgmq	奏鸣曲
*zgmr	奏明
*zgmt	砸锅卖铁
*zgmu	奏鸣曲
*zgnh	中国农业银行
*zgnl	责难
*zgnp	中国女排
*zgns	珍妮
*zgnx	主观能动性
#zgo	责
#zgod	盏
#zgod	珇
zgoj	责
#zgoj	赘
#zgok	赘
*zgpi	珍品
*zgqa	珍奇
*zgqa	趾高气昂
*zgqb	中国青年报
*zgqc	专权
*zgqg	再顾倾人国
